PP,WordCode,Word,Translation,Condition,MnemonicPP,RatingDiffPretr1,RatingKnowlPretr3,PractCorrectRespB1,PractCorrectRespB2,PractCorrectRespB3,PractTrialB1,PractRespB1,PractFixOnsetB1,PractSentOnsB1,PractRespOnsB1,PractRespLastKeyB1,PractRespSubmB1,PractBackspaceB1,PractSentence,PractTrialB2,PractRespB2,PractFixOnsetB2,PractSentOnsB2,PractRespOnsB2,PractRespLastKeyB2,PractRespSubmB2,PractBackspaceB2,PractTrialB3,PractRespB3,PractFixOnsetB3,PractSentOnsB3,PractRespOnsB3,PractRespLastKeyB3,PractRespSubmB3,PractBackspaceB3,Test1TrialSwa2Nl,Test1RespSwa2Nl,Test1CorrectSwa2Nl,Test1LDSwa2Nl,Test1FixOnsetSwa2Nl,Test1WordOnsetSwa2Nl,Test1RespOnsetSwa2Nl,Test1LastKeySwa2Nl,Test1RespSubmSwa2Nl,Test1BackspaceSwa2Nl,Test1TrialNl2Swa,Test1RespNl2Swa,Test1CorrectNl2Swa,Test1LDNl2Swa,Test1FixOnsetNl2Swa,Test1WordOnsetNl2Swa,Test1RespOnsetNl2Swa,Test1LastKeyNl2Swa,Test1RespSubmNl2Swa,Test1BackspaceNl2Swa,Test2TrialSwa2Nl,Test2RespSwa2Nl,Test2CorrectSwa2Nl,Test2LDSwa2Nl,Test2FixOnsetSwa2Nl,Test2WordOnsetSwa2Nl,Test2RespOnsetSwa2Nl,Test2LastKeySwa2Nl,Test2RespSubmSwa2Nl,Test2BackspaceSwa2Nl,Test2TrialNl2Swa,Test2RespNl2Swa,Test2CorrectNl2Swa,Test2LDNl2Swa,Test2FixOnsetNl2Swa,Test2WordOnsetNl2Swa,Test2RespOnsetNl2Swa,Test2LastKeyNl2Swa,Test2RespSubmNl2Swa,Test2BackspaceNl2Swa,PractLDRespB1,PractLDRespB3,PractLDRespB2,Test1Swa2NlLenient,Test2Swa2NlLenient,Test1Nl2SwaLenient,Test2Nl2SwaLenient,FirstTestSession,RepeatedTest
1,S4,adhama,eer,context,obama,1.5,3.1,TRUE,TRUE,TRUE,32,eer,0.00377484665023,2.53629590823,7.9845394132,8.2844193334,8.50102210669,0,De koningin heeft de prijs persoonlijk aan hem uitgereikt. Het is een grote adhama voor hem.,31,eer,0.0200619129373,2.55258104831,9.53364755441,9.85018748366,10.6199271102,0,53,eer,0.011626879199,2.54414424439,5.59317481031,5.91292881141,6.29293638255,0,,,,,,,,,,,,,,,,,,,,,86,eer,TRUE,0,0.0162270597059,1.53241632163,2.8326609931,3.24618112811,4.91832865287,0,86,adhama,TRUE,0,0.0161710711068,1.53235583258,4.74800229223,5.6476879958,5.94760150615,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S58,ajabu,wonder,retrievalc,ajabu ajabu ajabu ajabu ajabu,2.6,2.4,TRUE,TRUE,TRUE,48,wonder,0.00543158736855,2.53795230391,9.43571982378,10.289774807,10.535344215,0,Jezus genas een blinde man. Hij verrichtte een ajabu.,22,wonder,0.0103694330728,2.52622680719,6.62491335443,7.50793483138,9.04517931113,0,23,wonder,0.0131068920691,2.52896425419,5.24477572174,6.14446461256,7.07750288264,0,,,,,,,,,,,,,,,,,,,,,33,wonder,TRUE,0,0.0162165976596,1.53240517552,11.2459091119,12.0666294659,12.8787074047,0,15,majiza,FALSE,4,0.0162180528055,1.54906889589,15.2612405701,30.7394441224,30.8936947735,1,0,0,0,,TRUE,,FALSE,2,FALSE
1,S59,anga,hemel,context,angel ,2,3.1,TRUE,TRUE,TRUE,7,hemel,0.00509681465974,2.53761982345,6.2697609775,6.90286383648,7.25277270109,0,Zijn de sterren niet mooi? Kijk eens naar de anga!,93,hemel,0.0119510727818,2.54447049919,4.91039507348,5.81007616946,6.49320578262,0,72,hemel,0.0134688536782,2.52932492266,5.17848994226,6.27811481358,6.86126336409,0,8,hemel,TRUE,0,0.0160453155004,1.53223388528,2.94846660711,3.56964792845,3.56971656677,0,11,anga,TRUE,0,0.0163165744343,1.53250570227,4.13168604418,5.08496654043,5.93109352898,0,4,hemel,TRUE,0,0.0162759135912,1.53246360036,4.48152892889,5.23512644464,6.24762041704,0,11,anga,TRUE,0,0.0162638133811,1.53245294629,4.09831087909,4.4148530303,4.69810456646,0,0,0,0,TRUE,TRUE,TRUE,TRUE,1,TRUE
1,S61,askari,politie,context,skirre politie,1.8,3.6,TRUE,TRUE,TRUE,46,politie,0.0152882657485,2.53114654296,5.91340543925,7.03365958402,7.27961068681,0,Mijn handtas werd gestolen. Ik ga naar de askari.,101,politie,0.0156970923563,2.53155779383,5.3306755984,6.3346443834,6.61359139775,0,36,politie,0.0113202674947,2.54383935786,6.82579664998,8.02538590816,8.30864672565,0,5,politie,TRUE,0,0.0161710379107,1.53235818854,3.58171984512,4.62002550472,4.88644072834,0,7,askarda,FALSE,2,0.0160969030039,1.53228681393,6.59795297665,21.7756378947,21.9922322521,1,7,politie,TRUE,0,0.0159593039302,1.54881491749,3.71479940294,4.64780978098,5.03102885088,0,2,askari,TRUE,0,0.0160294809484,1.53221663966,4.031429976,5.36432675668,5.91864863786,0,0,0,0,TRUE,TRUE,TRUE,TRUE,1,TRUE
1,S104,baba,vader,retrievalc,papa,0.1,3.9,FALSE,TRUE,TRUE,86,papa,0.00487012848043,2.53739222817,4.48678626053,4.82002574308,5.13656182293,0,"Zijn broer, zus en moeder zijn er al. Waar is zijn baba?",98,vader,0.00960822787692,2.52546639708,4.64147640082,5.40787002847,5.70778199508,0,5,vader,0.00850242092565,2.54102583176,4.5903880974,5.3067965073,5.65669505381,0,,,,,,,,,,,,,,,,,,,,,59,vader,TRUE,0,0.0161994419441,1.5323849805,3.04859079508,3.79832831983,4.03159216022,0,64,baba,TRUE,0,0.0161955265526,1.53238487249,4.0315969877,4.33147720972,4.51841710771,0,4,0,0,,TRUE,,TRUE,2,FALSE
1,S63,bahari,zee,context,bahar,1.2,2.8,TRUE,TRUE,TRUE,64,zee,0.00752115725663,2.54004257287,6.33882967383,6.7719984365,6.93861683813,0,Er zijn te weinig golven vandaag om te surfen. De bahari is te rustig.,33,zee,0.0173147869109,2.53317439327,6.61519673999,7.11501147956,12.5299151463,0,95,zee,0.00951120352875,2.54202893475,4.99125975604,5.39435914331,6.04422629947,0,,,,,,,,,,,,,,,,,,,,,36,zee,TRUE,0,0.0161641554157,1.5323529643,10.1962046625,10.7159108101,11.6158272997,0,50,bahari,TRUE,0,0.0161384578455,1.53232575758,3.14849906091,4.24812927993,4.46926448545,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S47,bamba,bord,retrievalc,bam op de grond laten vallen,2.4,2.8,TRUE,TRUE,TRUE,63,bord,0.00796954308498,2.52382853138,7.23898074595,7.82209954528,8.25530690107,0,Dit kan ik nooit allemaal opeten!  Het bamba is te vol.,69,bord,0.0163436463226,2.53220046238,5.79782977518,6.46425700875,7.43062816534,0,48,bord,0.0107164830915,2.52657261808,6.40866248567,6.8451496863,7.19173231511,0,,,,,,,,,,,,,,,,,,,,,4,bord,TRUE,0,0.0163365076507,1.5325230273,4.93143431143,5.46457473747,5.69783307531,0,54,bamba,TRUE,0,0.0161753465345,1.53236259526,3.51507639964,4.64803193219,5.21893659766,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S37,barafu,ijs,retrievalc,bavarois,2.2,3.1,FALSE,TRUE,TRUE,35,bief,0.0136818313949,2.52953882147,18.441000069,20.2403931073,41.4334257734,0,Ze mogen nog niet schaatsen. Het barafu is niet stabiel.,17,ijs,0.00784246452895,2.54036068781,9.50476579268,9.87129037264,10.404459559,0,98,ijs,0.0169479887863,2.53280524289,6.93139188447,7.28125467917,8.56418428299,0,,,,,,,,,,,,,,,,,,,,,40,ijs,TRUE,0,0.0159683978397,1.53216041404,9.21299948095,9.5628669937,9.76280605461,0,12,barafu,TRUE,0,0.0162276627661,1.53241495349,5.09794340834,6.08542569757,6.68076017102,0,3,0,0,,TRUE,,TRUE,2,FALSE
1,S94,baridi,winter,retrievalf,brrrr...,1.9,2.8,FALSE,FALSE,TRUE,11,brief,0.00862843736741,2.52448868579,11.4882393202,12.2213093173,13.4709273879,0,Met de kou en sneeuw is het mijn favoriete seizoen van het jaar. Ik hou van de baridi.,96,,0.00390262727979,2.53642543805,65.7156596634,,65.7156596634,0,92,winter,0.014501317808,2.5303584369,5.26282911844,6.10009793511,6.345796864,0,,,,,,,,,,,,,,,,,,,,,19,winter,TRUE,0,0.0161284188418,1.53231578458,3.86491932793,4.7646060276,5.50207068707,0,69,baridi,TRUE,0,0.0162283978398,1.53241842184,3.031960012,4.08627312931,4.3530450465,0,5,0,6,,TRUE,,TRUE,2,FALSE
1,S93,barua,brief,context,barua barua barua barua barua,1.9,2.6,TRUE,TRUE,TRUE,73,brief,0.00835139381525,2.54087351151,7.05672968983,8.33897823901,8.80948867279,0,Ik heb de post uit de brievenbus gehaald. Hier is een barua voor je.,79,brief,0.00860361271862,2.54112442827,8.33924710369,9.43886395516,10.2886101217,0,62,brief,0.0171900216028,2.53304773476,4.93229376133,5.58205834856,6.38181491693,0,,,,,,,,,,,,,,,,,,,,,35,brief,TRUE,0,0.0162320762076,1.53242405941,4.64810227723,5.34785261026,13.0953274707,0,62,barua,TRUE,0,0.0158538613864,1.54870055806,3.48144054005,4.25150437444,4.43111221722,0,0,0,0,,TRUE,,TRUE,2,FALSE
